"downcast","hour","min","sec","s/1000","H1","H2","H3","H5a","H5b","H6","H7","H7*","H8","H9","H9*","H10","H11","H13","H14","H15","VSH","Annatiara","R1","R2","R3","R4-Aegina","R5","Doliolids","Appendicularians","App in Hse","MUAT","LEMU","SPKO","Si 2 Eu","NABI","AGEL","COOR"
12,21,32,0,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,32,0,452,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,32,0,567,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,32,0,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,32,0,740,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,32,0,913,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,32,0,971,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,32,1,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,32,1,260,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,32,1,317,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,32,1,433,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,32,1,548,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,31,46,889,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
12,21,31,51,506,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
12,21,31,56,123,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
12,21,32,1,837,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
12,21,32,2,68,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,32,2,241,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,32,2,645,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
12,21,32,3,338,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,32,3,395,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,32,3,453,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,32,3,684,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,32,4,30,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,32,4,88,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,32,4,146,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,32,4,492,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,32,4,607,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,32,5,588,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,32,6,223,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21,32,8,128,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
