Downcast,Hour,minute,second,s/1000,Count,App_in_hse
6,19,54,43,721,0,0
6,19,54,43,837,0,0
6,19,54,43,952,0,0
6,19,54,44,125,0,0
6,19,54,44,183,0,0
6,19,54,44,933,0,0
6,19,54,45,337,0,0
6,19,54,45,395,0,0
6,19,54,45,741,0,0
6,19,54,45,857,0,0
6,19,54,46,88,0,0
6,19,54,46,261,0,0
6,19,54,46,318,0,0
6,19,54,46,607,0,0
6,19,54,46,722,0,0
6,19,54,46,780,0,0
6,19,54,47,11,0,0
6,19,54,47,300,0,0
6,19,54,47,530,0,0
6,19,54,47,704,0,0
6,19,54,47,992,0,0
6,19,54,48,281,0,0
6,19,54,48,396,0,0
6,19,54,48,454,0,0
6,19,54,48,685,0,0
6,19,54,48,973,0,0
6,19,54,49,897,0,0
6,19,54,50,70,0,0
6,19,54,50,128,0,0
6,19,54,50,359,0,0
6,19,54,50,589,0,0
6,19,54,50,705,0,0
6,19,54,50,936,0,0
6,19,54,50,993,0,0
6,19,54,51,282,0,0
6,19,54,51,455,0,0
6,19,54,51,571,0,0
6,19,54,51,628,0,0
6,19,54,51,686,0,0
6,19,54,51,744,0,0
6,19,54,51,975,0,0
6,19,54,52,552,0,0
6,19,54,53,14,0,0
6,19,54,53,187,0,0
6,19,54,53,244,0,0
6,19,54,53,533,0,0
6,19,54,53,879,0,0
6,19,54,54,283,0,0
6,19,54,54,514,0,0
6,19,54,54,572,0,0
6,19,54,54,687,0,0
6,19,54,54,745,0,0
6,19,54,39,104,0,1
6,19,54,40,258,0,2
6,19,54,42,567,0,1
6,19,54,46,30,0,1
6,19,54,47,184,0,1
6,19,54,50,647,0,1
6,19,54,54,110,0,1
6,19,54,55,783,0,0
6,19,54,56,245,0,0
6,19,54,56,534,0,0
6,19,54,56,591,0,0
6,19,54,57,168,0,0
6,19,54,57,342,0,0
6,19,54,57,399,0,0
6,19,54,57,919,0,0
6,19,54,58,150,0,0
6,19,54,58,265,0,0
6,19,54,58,380,0,0
6,19,54,58,438,0,0
6,19,54,58,554,0,0
6,19,54,58,669,0,0
6,19,54,58,842,0,0
6,19,54,59,73,0,0
6,19,54,59,939,0,0
6,19,54,59,997,0,0
6,19,55,0,54,0,0
6,19,55,0,343,0,0
6,19,55,0,458,0,0
6,19,55,0,920,0,0
6,19,55,0,978,0,0
6,19,55,1,324,0,0
6,19,55,1,555,0,0
6,19,55,2,594,0,0
6,19,55,2,709,0,0
6,19,55,2,998,0,0
6,19,55,3,229,0,0
6,19,55,3,344,0,0
6,19,55,3,575,0,0
6,19,55,4,268,0,0
6,19,55,4,960,0,0
6,19,55,5,249,0,0
6,19,55,5,826,0,0
6,19,55,7,211,0,0
6,19,55,7,269,0,0
6,19,55,7,327,0,0
6,19,55,7,615,0,0
6,19,55,7,904,0,0
6,19,55,8,308,0,0
6,19,55,8,423,0,0
6,19,55,8,943,0,0
6,19,55,9,520,0,0
6,19,55,9,866,0,0
6,19,55,10,212,0,0
6,19,55,10,386,0,0
6,19,55,10,501,0,0
6,19,55,10,963,0,0
6,19,55,11,20,0,0
6,19,55,11,78,0,0
6,19,55,11,482,0,0
6,19,55,12,117,0,0
6,19,55,12,348,1,0
6,19,55,4,556,0,1
6,19,55,6,865,0,1
6,19,55,13,41,0,0
6,19,55,13,214,0,0
6,19,55,13,387,0,0
6,19,55,13,849,0,0
6,19,55,14,137,0,0
6,19,55,14,541,0,0
6,19,55,14,657,0,0
6,19,55,15,292,0,0
6,19,55,15,349,0,0
6,19,55,15,407,0,0
6,19,55,15,522,0,0
6,19,55,15,580,0,0
6,19,55,15,984,0,0
6,19,55,16,273,0,0
6,19,55,16,330,0,0
6,19,55,16,446,0,0
6,19,55,16,965,0,0
6,19,55,17,485,0,0
6,19,55,18,293,0,0
6,19,55,19,101,0,0
6,19,55,19,793,0,0
6,19,55,20,428,0,0
6,19,55,21,63,0,0
6,19,55,21,294,0,0
6,19,55,21,698,0,0
6,19,55,22,44,0,0
6,19,55,22,102,0,0
6,19,55,22,217,0,0
6,19,55,22,275,0,0
6,19,55,23,429,0,0
6,19,55,23,487,0,0
6,19,55,23,897,0,0
6,19,55,24,930,0,0
6,19,55,25,45,0,0
6,19,55,25,795,0,0
6,19,55,26,719,0,0
6,19,55,26,892,0,0
6,19,55,26,950,0,0
6,19,55,27,354,0,0
6,19,55,27,585,0,0
6,19,55,28,162,0,0
6,19,55,28,219,0,0
6,19,55,28,586,0,0
6,19,55,29,547,0,0
6,19,55,30,240,0,0
6,19,55,30,644,0,0
6,19,55,30,701,0,0
6,19,55,31,163,0,0
6,19,55,32,265,0,0
6,19,55,32,606,0,0
6,19,55,32,779,0,0
6,19,55,33,818,0,0
6,19,55,34,280,0,0
6,19,55,34,337,0,0
6,19,55,34,799,0,0
6,19,55,35,549,0,0
6,19,55,37,454,0,0
6,19,55,37,512,0,0
6,19,55,37,973,0,0
6,19,55,38,435,0,0
6,19,55,38,897,0,0
6,19,55,39,935,0,0
6,19,55,41,205,0,0
6,19,55,42,475,0,0
6,19,55,42,590,0,0
6,19,55,42,821,0,0
6,19,55,43,52,0,0
6,19,55,43,225,0,0
6,19,55,43,456,0,0
6,19,55,44,33,0,0
6,19,55,44,149,0,0
6,19,55,44,481,0,0
6,19,55,45,476,0,0
6,19,55,45,765,0,0
6,19,55,46,169,0,0
6,19,55,46,573,0,0
6,19,55,31,221,0,1
6,19,55,35,838,0,1
6,19,55,47,727,0,0
6,19,55,48,73,0,0
6,19,55,48,304,0,0
6,19,55,48,402,0,0
6,19,55,48,593,0,0
6,19,55,48,650,0,0
6,19,55,48,766,0,0
6,19,55,48,939,0,0
6,19,55,49,458,0,0
6,19,55,49,689,0,0
6,19,55,50,786,0,0
6,19,55,50,901,0,0
6,19,55,51,190,0,0
6,19,55,52,633,0,0
6,19,55,52,690,0,0
6,19,55,52,864,0,0
6,19,55,53,37,0,0
6,19,55,53,152,0,0
6,19,55,53,672,0,0
6,19,55,53,902,0,0
6,19,55,54,133,0,0
6,19,55,55,172,0,0
6,19,55,55,288,0,0
6,19,55,55,634,0,0
6,19,55,55,807,0,0
6,19,55,56,211,0,0
6,19,55,56,788,0,0
6,19,55,57,19,0,0
6,19,55,57,365,0,0
6,19,55,57,423,0,0
6,19,55,59,558,0,0
6,19,56,0,336,0,0
6,19,56,0,713,0,0
6,19,56,1,463,0,0
6,19,56,4,118,0,0
6,19,56,4,637,0,0
6,19,55,48,593,0,1
6,19,56,4,868,0,0
6,19,56,6,657,0,0
6,19,56,6,946,0,0
6,19,56,7,61,0,0
6,19,56,7,696,0,0
6,19,56,8,42,0,0
6,19,56,8,504,0,0
6,19,56,8,562,0,0
6,19,56,9,947,0,0
6,19,56,10,640,0,0
6,19,56,12,429,0,0
6,19,56,12,660,0,0
6,19,56,12,948,0,0
6,19,56,13,6,0,0
6,19,56,13,121,0,0
6,19,56,13,179,0,0
6,19,56,15,257,0,0
6,19,56,17,392,0,0
6,19,56,19,123,0,0
6,19,56,21,28,0,0
6,19,56,8,216,0,1
6,19,56,16,238,0,1
6,19,56,23,972,0,0
6,19,56,25,530,0,0
6,19,56,30,436,0,0
6,19,56,31,647,0,0
6,19,56,36,495,0,0
6,19,56,37,938,0,0
6,19,56,23,337,0,1
6,19,56,28,242,0,1
6,19,56,57,908,0,0
6,19,56,57,965,0,0
6,19,57,0,274,0,0
6,19,57,11,355,0,0
6,19,57,7,834,0,1
6,19,57,14,760,0,0
6,19,57,25,783,0,0
6,19,57,28,150,0,1
6,19,57,34,383,0,0
6,19,57,36,114,0,0
6,19,57,43,559,0,0
6,19,57,45,810,0,0
6,19,57,46,618,0,0
6,19,57,50,889,0,0
6,19,58,2,29,0,0
6,19,58,57,411,0,0
6,19,58,13,225,0,0
6,19,58,20,36,0,0
6,19,58,27,712,0,0
6,19,58,55,299,0,0
6,19,59,2,283,0,0
6,19,59,15,38,0,0
8,20,20,42,592,0,1
8,20,20,47,209,0,1
8,20,20,50,672,0,1
8,20,20,51,827,0,2
8,20,21,7,179,0,0
8,20,21,7,468,0,0
8,20,21,15,547,0,0
8,20,21,3,428,0,1
8,20,21,10,353,0,1
8,20,21,16,240,0,0
8,20,21,20,626,0,0
8,20,21,21,377,0,0
8,20,21,21,781,0,0
8,20,21,22,127,0,0
8,20,21,22,300,0,0
8,20,21,22,820,0,0
8,20,21,23,512,0,0
8,20,21,32,169,0,0
8,20,21,32,804,0,0
8,20,21,32,919,0,0
8,20,21,33,35,0,0
8,20,21,17,337,0,1
8,20,21,20,742,0,3
8,20,21,23,50,0,1
8,20,21,24,205,0,1
8,20,21,32,285,0,1
8,20,21,33,162,0,0
8,20,21,34,940,0,0
8,20,21,35,286,0,0
8,20,21,35,459,0,0
8,20,21,35,863,0,0
8,20,21,37,537,0,0
8,20,21,38,749,0,0
8,20,21,40,653,0,0
8,20,21,41,0,0,0
8,20,21,41,288,0,0
8,20,21,42,269,0,0
8,20,21,42,442,0,0
8,20,21,42,558,0,0
8,20,21,42,846,0,0
8,20,21,43,712,0,0
8,20,21,44,289,0,0
8,20,21,44,520,0,0
8,20,21,44,635,0,0
8,20,21,45,155,0,0
8,20,21,45,617,0,0
8,20,21,45,790,0,0
8,20,21,45,963,0,0
8,20,21,46,309,0,0
8,20,21,46,713,0,0
8,20,21,46,944,0,0
8,20,21,47,2,0,0
8,20,21,47,59,0,0
8,20,21,47,233,0,0
8,20,21,47,869,0,0
8,20,21,49,137,0,0
8,20,21,49,426,0,0
8,20,21,50,118,0,0
8,20,21,50,234,0,0
8,20,21,50,580,0,0
8,20,21,39,326,0,1
8,20,21,41,634,0,1
8,20,21,42,789,0,1
8,20,21,49,657,0,1
8,20,21,51,157,0,0
8,20,21,52,196,0,0
8,20,21,52,427,0,0
8,20,21,52,773,0,0
8,20,21,52,889,0,0
8,20,21,53,293,0,0
8,20,21,53,928,0,0
8,20,21,53,985,0,0
8,20,21,54,216,0,0
8,20,21,54,505,0,0
8,20,21,54,562,0,0
8,20,21,54,620,0,0
8,20,21,54,678,0,0
8,20,21,54,793,0,0
8,20,21,55,486,0,0
8,20,21,55,774,0,0
8,20,21,56,121,0,0
8,20,21,56,178,0,0
8,20,21,56,525,0,0
8,20,21,57,564,0,0
8,20,21,57,621,0,0
8,20,21,58,314,0,0
8,20,21,58,429,0,0
8,20,21,58,718,0,0
8,20,21,59,180,0,0
8,20,21,59,353,0,0
8,20,21,59,641,0,0
8,20,21,59,757,0,0
8,20,21,59,872,0,0
8,20,21,59,930,0,0
8,20,22,0,45,1,0
8,20,22,0,161,0,0
8,20,22,0,218,0,0
8,20,22,0,391,0,0
8,20,22,0,449,0,0
8,20,22,0,565,0,0
8,20,22,0,622,0,0
8,20,22,0,969,0,0
8,20,22,1,84,0,0
8,20,22,1,142,0,0
8,20,22,1,315,0,0
8,20,22,1,373,0,0
8,20,22,1,430,0,0
8,20,22,1,546,0,0
8,20,22,1,603,0,0
8,20,22,1,661,0,0
8,20,22,1,719,0,0
8,20,22,1,777,0,0
8,20,22,1,892,0,0
8,20,22,1,950,0,0
8,20,22,2,7,0,0
8,20,22,2,181,0,0
8,20,22,2,296,0,0
8,20,22,2,469,0,0
8,20,22,2,527,0,0
8,20,22,2,585,0,0
8,20,22,2,642,0,0
8,20,22,2,758,0,0
8,20,22,2,815,0,0
8,20,22,2,931,0,0
8,20,22,2,989,0,0
8,20,22,3,46,0,0
8,20,22,3,104,0,0
8,20,22,3,162,0,0
8,20,22,3,219,0,0
8,20,22,3,277,0,0
8,20,22,3,335,0,0
8,20,22,3,566,0,0
8,20,22,3,681,0,0
8,20,22,3,739,0,0
8,20,22,3,797,0,0
8,20,22,3,854,0,0
8,20,22,3,912,0,0
8,20,22,3,970,0,0
8,20,22,4,27,0,0
8,20,22,4,85,0,0
8,20,22,4,143,0,0
8,20,22,4,258,0,0
8,20,22,4,431,0,0
8,20,22,4,489,0,0
8,20,22,4,549,0,0
8,20,22,4,662,0,0
8,20,22,4,720,0,0
8,20,22,4,835,0,0
8,20,22,4,951,0,0
8,20,22,5,9,0,0
8,20,22,5,66,0,0
8,20,22,5,182,0,0
8,20,22,5,298,0,0
8,20,22,5,355,0,0
8,20,22,5,413,0,0
8,20,22,5,528,0,0
8,20,22,5,643,0,0
8,20,22,5,701,0,0
8,20,22,5,759,0,0
8,20,22,5,990,0,0
8,20,22,6,47,0,0
8,20,22,6,105,0,0
8,20,22,6,451,0,0
8,20,22,6,567,0,0
8,20,22,6,740,0,0
8,20,22,6,913,0,0
8,20,22,7,86,0,0
8,20,22,7,202,0,0
8,20,22,7,259,0,0
8,20,22,7,317,0,0
8,20,22,7,375,0,0
8,20,22,7,606,0,0
8,20,22,7,663,0,0
8,20,22,7,952,0,0
8,20,22,8,10,0,0
8,20,21,52,81,0,3
8,20,21,54,389,0,1
8,20,21,55,544,0,2
8,20,21,56,640,0,2
8,20,21,57,794,0,3
8,20,21,58,949,0,3
8,20,22,1,257,0,2
8,20,22,2,411,0,3
8,20,22,5,874,0,1
8,20,22,8,299,0,0
8,20,22,8,356,0,0
8,20,22,8,472,1,0
8,20,22,8,529,0,0
8,20,22,8,587,0,0
8,20,22,8,818,0,0
8,20,22,8,991,0,0
8,20,22,9,164,0,0
8,20,22,9,337,0,0
8,20,22,9,395,0,0
8,20,22,9,799,0,0
8,20,22,10,30,0,0
8,20,22,10,145,0,0
8,20,22,10,203,0,0
8,20,22,10,318,0,0
8,20,22,10,549,0,0
8,20,22,10,722,0,0
8,20,22,11,184,0,0
8,20,22,11,242,0,0
8,20,22,11,473,0,0
8,20,22,11,646,0,0
8,20,22,11,704,0,0
8,20,22,12,396,0,0
8,20,22,12,454,0,0
8,20,22,12,569,0,0
8,20,22,12,742,0,0
8,20,22,12,916,0,0
8,20,22,13,493,0,0
8,20,22,13,724,0,0
8,20,22,13,839,0,0
8,20,22,14,70,0,0
8,20,22,14,301,0,0
8,20,22,14,358,0,0
8,20,22,14,532,0,0
8,20,22,14,705,0,0
8,20,22,14,878,0,0
8,20,22,14,993,0,0
8,20,22,15,51,0,0
8,20,22,15,109,0,0
8,20,22,15,801,0,0
8,20,22,15,859,1,0
8,20,22,15,917,0,0
8,20,22,16,263,0,0
8,20,22,16,436,0,0
8,20,22,16,494,0,0
8,20,22,16,898,0,0
8,20,22,17,302,0,0
8,20,22,17,648,0,0
8,20,22,17,706,0,0
8,20,22,17,821,0,0
8,20,22,17,937,0,0
8,20,22,18,167,0,0
8,20,22,18,687,0,0
8,20,22,18,745,0,0
8,20,22,18,264,0,0
8,20,22,18,379,0,0
8,20,22,18,437,0,0
8,20,22,19,668,0,0
8,20,22,20,14,0,0
8,20,22,20,591,0,0
8,20,22,20,880,0,0
8,20,22,21,630,0,0
8,20,22,21,688,0,0
8,20,22,21,919,0,0
8,20,22,22,323,0,0
8,20,22,23,73,0,0
8,20,22,23,766,0,0
8,20,22,23,823,0,0
8,20,22,23,881,0,0
8,20,22,23,997,0,0
8,20,22,24,689,0,0
8,20,22,24,862,0,0
8,20,22,25,93,0,0
8,20,22,25,266,0,0
8,20,22,25,555,0,0
8,20,22,10,607,0,1
8,20,22,11,761,0,1
8,20,22,14,70,0,1
8,20,22,16,378,0,2
8,20,22,21,977,0,1
8,20,22,26,421,0,0
8,20,22,26,709,0,0
8,20,22,26,767,0,0
8,20,22,27,113,0,0
8,20,22,28,94,0,0
8,20,22,28,325,0,0
8,20,22,28,383,0,0
8,20,22,28,556,0,0
8,20,22,28,845,0,0
8,20,22,28,960,0,0
8,20,22,29,133,0,0
8,20,22,29,480,0,0
8,20,22,29,537,0,0
8,20,22,29,710,0,0
8,20,22,30,172,0,0
8,20,22,30,345,0,0
8,20,22,30,403,0,0
8,20,22,30,980,0,0
8,20,22,31,96,0,0
8,20,22,31,269,0,0
8,20,22,31,326,0,0
8,20,22,31,788,0,0
8,20,22,31,904,0,0
8,20,22,32,365,0,0
8,20,22,32,481,0,0
8,20,22,32,769,0,0
8,20,22,33,116,0,0
8,20,22,33,231,0,0
8,20,22,33,635,0,0
8,20,22,34,97,0,0
8,20,22,34,328,0,0
8,20,22,34,789,0,0
8,20,22,34,905,0,0
8,20,22,35,309,0,0
8,20,22,35,366,0,0
8,20,22,35,424,0,0
8,20,22,35,828,0,0
8,20,22,36,59,0,0
8,20,22,36,636,0,0
8,20,22,36,751,0,0
8,20,22,36,809,0,0
8,20,22,36,982,0,0
8,20,22,37,40,0,0
8,20,22,37,444,0,0
8,20,22,37,559,0,0
8,20,22,37,848,0,0
8,20,22,37,963,0,0
8,20,22,38,21,0,0
8,20,22,38,367,0,0
8,20,22,39,291,0,0
8,20,22,39,695,0,0
8,20,22,39,868,0,0
8,20,22,39,926,0,0
8,20,22,40,503,0,0
8,20,22,40,561,0,0
8,20,22,41,253,0,0
8,20,22,41,426,0,0
8,20,22,41,715,0,0
8,20,22,41,830,0,0
8,20,22,42,350,0,0
8,20,22,42,754,0,0
8,20,22,42,811,0,0
8,20,22,42,869,0,0
8,20,22,33,750,0,1
8,20,22,43,850,0,0
8,20,22,43,966,0,0
8,20,22,44,197,0,0
8,20,22,44,312,0,0
8,20,22,44,428,0,0
8,20,22,44,453,0,0
8,20,22,44,716,0,0
8,20,22,45,62,0,0
8,20,22,45,813,0,0
8,20,22,45,986,0,0
8,20,22,46,159,0,0
8,20,22,46,274,0,0
8,20,22,46,332,0,0
8,20,22,46,678,0,0
8,20,22,46,909,0,0
8,20,22,47,82,0,0
8,20,22,47,198,0,0
8,20,22,47,486,0,0
8,20,22,47,602,0,0
8,20,22,47,660,0,0
8,20,22,47,717,0,0
8,20,22,47,775,0,0
8,20,22,48,64,0,0
8,20,22,48,121,0,0
8,20,22,48,468,0,0
8,20,22,48,583,0,0
8,20,22,49,102,0,0
8,20,22,49,333,0,0
8,20,22,50,314,0,0
8,20,22,52,507,0,0
8,20,22,52,623,0,0
8,20,22,52,854,0,0
8,20,22,53,142,0,0
8,20,22,53,489,0,0
8,20,22,55,105,0,0
8,20,22,55,739,0,0
8,20,22,56,86,0,0
8,20,22,56,143,0,0
8,20,22,56,432,0,0
8,20,22,57,298,0,0
8,20,22,57,413,0,0
8,20,22,57,702,0,0
8,20,22,58,221,0,0
8,20,22,58,510,0,0
8,20,22,58,683,0,0
8,20,22,58,914,0,0
8,20,22,59,318,0,0
8,20,22,59,433,0,0
8,20,22,59,837,0,0
8,20,23,0,876,0,0
8,20,23,1,222,0,0
8,20,23,1,915,0,0
8,20,23,2,88,0,0
8,20,23,2,434,0,0
8,20,23,4,50,0,0
8,20,23,4,166,0,0
8,20,23,4,685,0,0
8,20,23,5,320,0,0
8,20,23,5,493,0,0
8,20,23,5,782,0,0
8,20,23,6,13,0,0
8,20,23,7,225,0,0
8,20,23,8,33,0,0
8,20,23,9,533,0,0
8,20,23,9,879,0,0
8,20,23,11,611,0,0
8,20,23,11,899,0,0
8,20,23,12,477,0,0
8,20,23,12,650,0,0
8,20,23,12,707,0,0
8,20,23,12,823,0,0
8,20,23,13,169,0,0
8,20,23,13,746,0,0
8,20,23,13,977,0,0
8,20,23,14,670,0,0
8,20,23,15,478,0,0
8,20,23,16,921,0,0
8,20,23,1,569,0,0
8,20,23,13,111,0,0
8,20,23,17,729,0,0
8,20,23,18,883,0,0
8,20,23,24,20,0,0
8,20,23,24,885,0,0
8,20,23,24,943,0,0
10,20,55,17,198,0,0
10,20,55,25,682,0,0
10,20,55,28,452,0,1
10,20,55,33,12,0,2
10,20,55,40,861,0,0
10,20,55,41,323,0,0
10,20,55,42,765,0,0
10,20,55,44,439,0,0
10,20,55,44,497,0,0
10,20,55,47,152,0,0
10,20,55,48,133,0,0
10,20,55,49,345,0,0
10,20,55,49,633,0,0
10,20,55,49,980,0,0
10,20,55,36,532,0,1
10,20,55,38,841,0,1
10,20,55,39,937,0,3
10,20,55,43,400,0,1
10,20,55,45,651,0,1
10,20,55,46,805,0,1
10,20,55,50,326,0,2
10,20,55,50,557,0,0
10,20,55,51,596,0,0
10,20,55,52,404,0,0
10,20,55,52,981,0,0
10,20,55,53,39,0,0
10,20,55,56,559,0,0
10,20,55,57,713,0,0
10,20,56,1,61,0,0
10,20,56,2,100,0,0
10,20,55,51,596,0,2
10,20,55,53,904,0,2
10,20,55,56,213,0,2
10,20,56,0,830,0,2
10,20,56,1,984,0,1
10,20,56,4,293,0,1
10,20,56,5,447,0,1
10,20,56,6,601,0,2
10,20,57,34,675,0,0
10,20,57,35,309,0,0
10,20,57,35,367,0,0
10,20,57,35,713,0,0
10,20,57,35,829,0,0
10,20,57,35,944,0,0
10,20,57,36,233,0,0
10,20,57,36,810,0,0
10,20,57,37,98,0,0
10,20,57,37,272,0,0
10,20,57,37,387,0,0
10,20,57,37,618,0,0
10,20,57,37,849,0,0
10,20,57,38,657,0,0
10,20,57,39,234,0,0
10,20,57,39,349,0,0
10,20,57,39,926,0,0
10,20,57,39,984,0,0
10,20,57,40,908,0,0
10,20,57,41,773,0,0
10,20,57,42,177,0,0
10,20,57,47,141,0,0
10,20,57,47,314,0,0
10,20,57,48,468,0,0
10,20,57,49,334,0,0
10,20,57,49,622,0,0
10,20,57,51,931,0,0
10,20,57,52,47,0,0
10,20,57,52,739,0,0
10,20,57,53,778,0,0
10,20,57,53,893,0,0
10,20,57,54,817,0,0
10,20,57,54,874,0,0
10,20,57,54,990,0,0
10,20,57,55,163,0,0
10,20,57,55,682,0,0
10,20,57,56,433,0,0
10,20,57,57,125,0,0
10,20,57,57,356,0,0
10,20,57,57,414,0,0
10,20,57,59,607,0,0
10,20,57,59,722,0,0
10,20,57,59,953,0,0
10,20,58,0,11,0,0
10,20,58,0,184,0,0
10,20,58,0,761,0,0
10,20,58,0,992,0,0
10,20,58,2,781,0,0
10,20,58,2,897,0,0
10,20,58,3,12,0,0
10,20,58,3,70,0,0
10,20,58,3,531,0,0
10,20,58,3,705,0,0
10,20,58,3,762,0,0
10,20,58,4,224,0,0
10,20,58,4,513,0,0
10,20,58,5,551,0,0
10,20,58,6,13,0,0
10,20,58,6,302,0,0
10,20,58,6,533,0,0
10,20,58,6,706,0,0
10,20,58,7,745,0,0
10,20,58,8,91,0,0
10,20,58,8,149,0,0
10,20,58,8,379,0,0
10,20,58,8,437,0,0
10,20,58,8,610,0,0
10,20,58,8,957,0,0
10,20,58,9,130,0,0
10,20,58,9,245,0,0
10,20,58,9,303,0,0
10,20,58,9,822,0,0
10,20,58,10,53,0,0
10,20,58,10,169,0,0
10,20,58,10,226,0,0
10,20,58,10,284,0,0
10,20,58,10,342,0,0
10,20,58,10,746,0,0
10,20,58,11,323,0,0
10,20,58,11,438,0,0
10,20,58,12,16,0,0
10,20,58,12,131,0,0
10,20,58,12,708,0,0
10,20,58,13,458,0,0
10,20,58,13,574,0,0
10,20,58,13,689,0,0
10,20,58,13,920,0,0
10,20,58,13,978,0,0
10,20,58,14,36,0,0
10,20,58,14,93,0,0
10,20,58,14,901,0,0
10,20,58,15,594,0,0
10,20,58,15,709,0,0
10,20,58,15,825,0,0
10,20,58,16,56,0,0
10,20,58,16,113,0,0
10,20,58,16,229,0,0
10,20,58,16,517,0,0
10,20,58,16,633,0,0
10,20,58,17,94,0,0
10,20,58,17,556,0,0
10,20,58,18,710,0,0
10,20,58,18,826,0,0
10,20,58,19,865,0,0
10,20,58,19,980,0,0
10,20,58,20,269,0,0
10,20,58,20,326,0,0
10,20,58,20,961,0,0
10,20,58,21,365,0,0
10,20,58,21,423,0,0
10,20,58,21,538,0,0
10,20,58,21,769,0,0
10,20,58,22,173,0,0
10,20,58,22,404,0,0
10,20,58,23,212,0,0
10,20,58,23,905,0,0
10,20,58,24,597,0,0
10,20,58,24,943,0,0
10,20,58,25,347,0,0
10,20,58,25,405,0,0
10,20,58,25,463,0,0
10,20,58,25,694,0,0
10,20,58,11,727,0,1
10,20,58,14,36,0,1
10,20,58,27,137,0,0
10,20,58,27,598,0,0
10,20,58,28,2,0,0
10,20,58,28,522,0,0
10,20,58,30,888,0,0
10,20,58,31,812,0,0
10,20,58,33,428,0,0
10,20,58,33,485,0,0
10,20,58,36,82,0,0
10,20,58,37,467,0,0
10,20,58,37,698,0,0
10,20,58,37,814,0,0
10,20,58,39,199,0,0
10,20,58,39,545,0,0
10,20,58,40,469,0,0
10,20,58,43,527,0,0
10,20,58,29,99,0,1
10,20,58,47,510,0,0
10,20,58,51,954,0,0
10,20,58,56,398,0,0
10,20,58,59,110,0,0
10,20,58,59,514,0,0
10,20,58,59,745,0,0
10,20,58,53,108,0,1
10,20,58,56,571,0,1
10,20,58,57,725,0,1
10,20,59,16,251,0,0
10,20,59,6,152,0,1
10,20,59,23,639,0,0
10,20,59,26,178,0,0
10,20,59,27,794,0,0
10,20,59,28,256,0,0
10,20,59,29,987,0,0
10,20,59,31,661,0,0
10,20,59,20,61,0,1
10,21,1,4,640,0,0
10,21,1,22,474,0,0
10,21,1,22,531,0,0
10,21,1,25,359,0,0
10,21,1,40,365,0,0
10,21,1,53,293,0,0
10,21,2,4,28,0,0
10,21,2,11,184,0,0
10,21,2,11,704,0,0
10,21,2,14,647,0,0
10,21,2,23,247,0,0
10,21,2,30,0,0,0
10,21,2,39,3,0,0
10,21,2,43,793,0,1
10,21,2,48,122,0,0
10,21,2,48,526,0,0
10,21,2,53,431,0,0
10,21,2,58,452,0,0
10,21,3,8,495,0,0
10,21,3,8,841,0,0
10,21,3,10,400,0,0
10,21,3,14,209,0,0
10,21,3,17,95,0,0
10,21,3,18,942,0,0
10,21,3,20,212,0,0
10,21,3,20,269,0,0
10,21,3,20,500,0,0
10,21,3,20,789,0,0
10,21,3,25,579,0,0
10,21,3,30,946,0,0
10,21,3,32,216,0,0
10,21,3,33,832,0,0
10,21,3,33,467,0,0
10,21,3,39,489,0,0
10,21,3,41,393,0,0
10,21,3,43,990,0,0
10,21,3,44,221,0,0
10,21,3,44,971,0,0
10,21,3,52,185,0,0
10,21,3,56,283,0,0
10,21,3,58,419,0,0
10,21,4,0,958,0,0
10,21,4,4,483,0,0
12,21,30,2,657,0,1
12,21,30,3,811,0,1
12,21,30,6,120,0,2
12,21,30,7,274,0,1
12,21,30,9,583,0,7
12,21,30,10,737,0,1
12,21,30,11,891,0,5
12,21,30,13,45,0,4
12,21,30,14,200,0,5
12,21,30,15,354,0,2
12,21,30,16,508,0,2
12,21,30,17,663,0,4
12,21,30,18,875,0,2
12,21,30,20,29,0,1
12,21,30,21,183,0,4
12,21,30,22,338,0,1
12,21,30,23,492,0,8
12,21,30,24,646,0,3
12,21,30,25,800,0,2
12,21,30,26,955,0,2
12,21,30,28,109,0,4
12,21,30,29,263,0,2
12,21,30,30,417,0,2
12,21,30,31,514,0,3
12,21,30,32,668,0,3
12,21,30,33,823,0,3
12,21,30,34,977,0,1
12,21,30,37,978,0,0
12,21,30,40,460,0,0
12,21,30,41,37,0,0
12,21,30,42,134,0,0
12,21,30,42,307,0,0
12,21,30,46,751,0,0
12,21,30,46,808,0,0
12,21,30,46,866,0,0
12,21,30,48,136,0,0
12,21,30,48,655,0,0
12,21,30,49,59,0,0
12,21,30,49,463,0,0
12,21,30,50,329,0,0
12,21,30,50,791,0,0
12,21,30,36,247,0,1
12,21,30,37,343,0,1
12,21,30,39,652,0,2
12,21,30,40,806,0,5
12,21,30,41,960,0,2
12,21,30,43,115,0,1
12,21,30,45,423,0,2
12,21,30,46,520,0,1
12,21,30,47,674,0,2
12,21,30,48,828,0,1
12,21,30,49,983,0,2
12,21,30,52,349,0,1
12,21,31,0,374,0,0
12,21,31,0,429,0,0
12,21,31,0,718,0,0
12,21,31,1,295,0,0
12,21,31,5,854,0,0
12,21,31,6,835,0,0
12,21,31,7,412,0,0
12,21,31,8,47,0,0
12,21,30,54,773,0,2
12,21,30,55,927,0,1
