"downcast","hour","min","sec","s/1000","H1","H2","H3","H5a","H5b","H6","H7","H7*","H8","H9","H9*","H10","H11","H13","H14","H15","VSH","Annatiara","R1","R2","R3","r4-aegina","R5","Doliolids","Appendicularians","App in Hse","MUAT","LEMU","SPKO","Si 2 Eu","NABI","AGEL","COOR"
22,0,25,20,217,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,25,20,332,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,20,390,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,20,447,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,20,505,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,25,20,621,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,20,678,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,20,736,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,20,794,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,20,909,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,21,25,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,21,140,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
22,0,25,21,313,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
22,0,25,21,371,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
22,0,25,21,429,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,21,544,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
22,0,25,21,602,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,21,660,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,21,833,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,21,890,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
22,0,25,21,948,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,22,121,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,25,22,352,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
22,0,25,22,468,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,22,641,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,25,22,872,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,25,22,929,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,23,102,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,23,276,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,23,333,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
22,0,25,23,391,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,23,449,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
22,0,25,23,564,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,25,23,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
22,0,25,23,680,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
22,0,25,23,737,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,23,910,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
22,0,25,24,199,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,24,257,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,24,315,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,25,24,430,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,24,488,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,24,545,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,24,834,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,25,123,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,25,296,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,25,411,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,25,469,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,25,527,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,25,25,700,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
