"folder","category","species","year","month","date","hour","min","sec","s/1000","x/300"
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,43,6,406,29
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,43,6,406,53
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,43,23,781,102
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,43,23,781,153
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,43,23,781,181
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,43,23,781,195
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,43,23,781,253
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,43,41,15,8
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,43,41,15,44
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,43,41,15,55
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,43,41,15,101
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,43,41,15,147
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,43,41,15,231
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,43,41,15,283
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,43,58,390,85
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,43,58,390,102
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,43,58,390,187
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,43,58,390,226
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,43,58,390,277
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,44,15,750,61
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,44,15,750,79
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,44,15,750,101
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,44,15,750,159
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,44,15,750,230
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,44,15,750,264
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,44,15,750,284
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,44,33,187,33
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,44,33,187,65
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,44,33,187,86
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,44,33,187,100
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,44,33,187,107
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,44,33,187,119
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,44,33,187,165
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,44,33,187,210
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,44,33,187,229
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,44,50,500,52
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,44,50,500,91
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,44,50,500,140
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,44,50,500,173
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,44,50,500,225
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,44,50,500,288
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,45,7,875,41
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,45,7,875,66
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,45,7,875,78
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,45,7,875,175
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,45,7,875,226
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,45,7,875,256
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,45,25,250,43
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,45,25,250,153
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,45,25,250,155
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,45,25,250,225
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,45,25,250,274
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,45,42,609,148
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,45,42,609,209
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,45,42,609,226
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,45,42,609,264
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,45,42,609,276
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,45,59,984,65
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,45,59,984,198
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,45,59,984,247
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,46,17,359,190
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,46,17,359,282
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,46,52,109,120
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,46,52,109,165
"DC 9 images","O "," Ocyropsis maciluta",2010,10,16,20,46,52,109,299
"DC 9 images","U "," Unknown",2010,10,16,20,42,14,281,173
"DC 9 images","U "," Unknown",2010,10,16,20,42,31,656,225
"DC 9 images","U "," Unknown",2010,10,16,20,46,17,359,212
"DC 9 images","V "," Velamen",2010,10,16,20,39,55,281,234
"DC 9 images","V "," Velamen",2010,10,16,20,40,12,687,21
"DC 9 images","V "," Velamen",2010,10,16,20,40,12,687,271
"DC 9 images","V "," Velamen",2010,10,16,20,40,30,109,132
"DC 9 images","V "," Velamen",2010,10,16,20,40,30,109,173
"DC 9 images","V "," Velamen",2010,10,16,20,40,30,109,284
"DC 9 images","V "," Velamen",2010,10,16,20,40,47,437,294
"DC 10 images","B "," Beroida",2010,10,16,20,58,9,609,67
"DC 10 images","B "," Beroida",2010,10,16,20,59,1,750,175
"DC 10 images","B "," Beroida",2010,10,16,20,59,1,750,230
"DC 10 images","B "," Beroida",2010,10,16,20,59,36,515,285
"DC 10 images","B "," Beroida",2010,10,16,21,0,46,109,270
"DC 10 images","B "," Beroida",2010,10,16,21,0,46,109,275
"DC 10 images","B "," Beroida",2010,10,16,21,1,20,812,116
"DC 10 images","B "," Beroida",2010,10,16,21,1,55,593,220
"DC 10 images","B "," Beroida",2010,10,16,21,2,12,906,6
"DC 10 images","B "," Beroida",2010,10,16,21,2,12,906,149
"DC 10 images","B "," Beroida",2010,10,16,21,2,12,906,178
"DC 10 images","B "," Beroida",2010,10,16,21,2,47,625,178
"DC 10 images","B "," Beroida",2010,10,16,21,3,4,937,241
"DC 10 images","B "," Beroida",2010,10,16,21,3,22,312,264
"DC 10 images","B "," Beroida",2010,10,16,21,3,39,687,192
"DC 10 images","C "," Hormiphora californiensis",2010,10,16,20,57,17,546,102
"DC 10 images","C "," Hormiphora californiensis",2010,10,16,20,57,17,546,294
"DC 10 images","C "," Hormiphora californiensis",2010,10,16,20,57,35,15,187
"DC 10 images","C "," Hormiphora californiensis",2010,10,16,20,57,52,406,62
"DC 10 images","C "," Hormiphora californiensis",2010,10,16,20,58,26,984,200
"DC 10 images","C "," Hormiphora californiensis",2010,10,16,20,58,26,984,230
"DC 10 images","C "," Hormiphora californiensis",2010,10,16,20,58,26,984,260
"DC 10 images","C "," Hormiphora californiensis",2010,10,16,20,58,44,359,249
"DC 10 images","C "," Hormiphora californiensis",2010,10,16,20,59,19,109,2
"DC 10 images","C "," Hormiphora californiensis",2010,10,16,21,0,46,109,253
"DC 10 images","C "," Hormiphora californiensis",2010,10,16,21,1,20,812,70
"DC 10 images","H "," Haeckelia beehlri",2010,10,16,20,58,9,609,26
"DC 10 images","JL "," Juvenile Lobata",2010,10,16,21,0,28,703,264
"DC 10 images","LL "," Larval Lobata",2010,10,16,20,58,26,984,165
"DC 10 images","LL "," Larval Lobata",2010,10,16,20,58,44,359,234
"DC 10 images","LL "," Larval Lobata",2010,10,16,20,58,44,359,246
"DC 10 images","LL "," Larval Lobata",2010,10,16,20,59,53,890,118
"DC 10 images","LL "," Larval Lobata",2010,10,16,21,0,28,703,42
"DC 10 images","LL "," Larval Lobata",2010,10,16,20,59,19,109,20
"DC 10 images","LL "," Larval Lobata",2010,10,16,20,59,19,109,284
"DC 10 images","LL "," Larval Lobata",2010,10,16,20,59,36,515,122
"DC 10 images","LL "," Larval Lobata",2010,10,16,20,59,53,890,26
"DC 10 images","LL "," Larval Lobata",2010,10,16,21,1,20,812,32
"DC 10 images","M "," Mertensid",2010,10,16,20,58,26,984,12
"DC 10 images","M "," Mertensid",2010,10,16,20,58,26,984,179
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,20,57,17,546,277
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,20,58,44,359,79
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,20,59,1,750,169
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,20,59,1,750,189
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,20,59,36,515,229
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,20,59,36,515,273
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,20,59,53,890,151
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,20,59,53,890,184
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,20,59,53,890,232
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,20,59,53,890,245
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,0,11,281,4
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,0,11,281,202
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,0,11,281,213
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,0,28,703,180
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,0,28,703,279
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,0,46,109,34
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,0,46,109,129
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,0,46,109,185
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,0,46,109,260
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,1,3,515,41
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,1,3,515,102
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,1,20,812,3
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,1,38,218,28
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,1,38,218,141
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,1,38,218,147
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,1,38,218,211
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,1,38,218,281
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,1,55,593,111
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,1,55,593,136
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,1,55,593,156
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,1,55,593,274
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,2,12,906,13
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,2,12,906,17
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,2,12,906,59
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,2,12,906,218
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,2,30,390,4
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,2,30,390,154
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,2,30,390,197
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,2,30,390,199
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,2,30,390,209
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,2,30,390,264
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,2,30,390,273
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,2,47,625,66
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,2,47,625,93
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,2,47,625,225
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,2,47,625,235
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,2,47,625,241
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,3,4,937,5
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,3,4,937,113
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,3,4,937,219
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,3,4,937,280
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,3,22,312,75
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,3,22,312,94
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,3,22,312,132
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,3,39,687,160
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,3,57,62,143
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,3,57,62,234
"DC 10 images","O "," Ocyropsis maciluta",2010,10,16,21,3,57,62,256
"DC 10 images","T "," Thalassocalycidae inconstans",2010,10,16,20,58,26,984,279
"DC 10 images","T "," Thalassocalycidae inconstans",2010,10,16,21,1,3,515,246
"DC 10 images","T "," Thalassocalycidae inconstans",2010,10,16,21,1,20,812,154
"DC 10 images","T "," Thalassocalycidae inconstans",2010,10,16,21,1,55,593,155
"DC 10 images","T "," Thalassocalycidae inconstans",2010,10,16,21,2,47,625,167
"DC 10 images","U "," Unknown",2010,10,16,20,57,52,406,132
"DC 10 images","U "," Unknown",2010,10,16,20,58,9,609,130
"DC 10 images","U "," Unknown",2010,10,16,20,59,19,109,196
"DC 10 images","V "," Velamen",2010,10,16,20,57,0,328,267
"DC 10 images","V "," Velamen",2010,10,16,20,57,35,15,209
"DC 10 images","V "," Velamen",2010,10,16,20,57,35,15,238
"DC 10 images","V "," Velamen",2010,10,16,20,57,52,406,18
"DC 11 images","B "," Beroida",2010,10,16,21,17,16,312,235
"DC 11 images","B "," Beroida",2010,10,16,21,18,8,406,194
"DC 11 images","B "," Beroida",2010,10,16,21,18,8,406,206
"DC 11 images","B "," Beroida",2010,10,16,21,18,43,218,151
"DC 11 images","B "," Beroida",2010,10,16,21,19,35,156,220
"DC 11 images","B "," Beroida",2010,10,16,21,19,52,515,27
"DC 11 images","B "," Beroida",2010,10,16,21,20,9,890,174
"DC 11 images","B "," Beroida",2010,10,16,21,20,9,890,191
"DC 11 images","B "," Beroida",2010,10,16,21,20,9,890,260
"DC 11 images","B "," Beroida",2010,10,16,21,20,9,890,265
"DC 11 images","B "," Beroida",2010,10,16,21,20,44,750,66
"DC 11 images","B "," Beroida",2010,10,16,21,21,19,531,84
"DC 11 images","B "," Beroida",2010,10,16,21,21,36,906,233
"DC 11 images","B "," Beroida",2010,10,16,21,21,36,906,295
"DC 11 images","C "," Hormiphora californiensis",2010,10,16,21,17,16,312,126
"DC 11 images","C "," Hormiphora californiensis",2010,10,16,21,17,16,312,163
"DC 11 images","C "," Hormiphora californiensis",2010,10,16,21,17,16,312,227
"DC 11 images","C "," Hormiphora californiensis",2010,10,16,21,17,33,656,145
"DC 11 images","C "," Hormiphora californiensis",2010,10,16,21,17,51,15,63
"DC 11 images","C "," Hormiphora californiensis",2010,10,16,21,18,8,406,204
"DC 11 images","C "," Hormiphora californiensis",2010,10,16,21,18,8,406,287
"DC 11 images","C "," Hormiphora californiensis",2010,10,16,21,18,25,812,59
"DC 11 images","C "," Hormiphora californiensis",2010,10,16,21,18,25,812,117
"DC 11 images","C "," Hormiphora californiensis",2010,10,16,21,19,35,156,150
"DC 11 images","H "," Haeckelia beehlri",2010,10,16,21,21,19,531,104
"DC 11 images","LL "," Larval Lobata",2010,10,16,21,17,16,312,222
"DC 11 images","LL "," Larval Lobata",2010,10,16,21,17,33,656,203
"DC 11 images","LL "," Larval Lobata",2010,10,16,21,17,33,656,207
"DC 11 images","LL "," Larval Lobata",2010,10,16,21,17,51,15,80
"DC 11 images","LL "," Larval Lobata",2010,10,16,21,17,51,15,231
"DC 11 images","LL "," Larval Lobata",2010,10,16,21,17,51,15,281
"DC 11 images","LL "," Larval Lobata",2010,10,16,21,18,8,406,147
"DC 11 images","LL "," Larval Lobata",2010,10,16,21,18,25,812,75
"DC 11 images","O "," Ocyropsis maciluta",2010,10,16,21,17,33,656,78
"DC 11 images","O "," Ocyropsis maciluta",2010,10,16,21,17,51,15,21
"DC 11 images","O "," Ocyropsis maciluta",2010,10,16,21,17,51,15,114
"DC 11 images","O "," Ocyropsis maciluta",2010,10,16,21,17,51,15,183
"DC 11 images","O "," Ocyropsis maciluta",2010,10,16,21,18,8,406,120
"DC 11 images","O "," Ocyropsis maciluta",2010,10,16,21,18,8,406,127
"DC 11 images","O "," Ocyropsis maciluta",2010,10,16,21,18,8,406,210
"DC 11 images","O "," Ocyropsis maciluta",2010,10,16,21,18,25,812,107
"DC 11 images","O "," Ocyropsis maciluta",2010,10,16,21,18,25,812,150
"DC 11 images","O "," Ocyropsis maciluta",2010,10,16,21,18,43,218,164
"DC 11 images","O "," Ocyropsis maciluta",2010,10,16,21,19,35,156,272
"DC 11 images","O "," Ocyropsis maciluta",2010,10,16,21,19,52,515,169
"DC 11 images","O "," Ocyropsis maciluta",2010,10,16,21,20,9,890,21
"DC 11 images","O "," Ocyropsis maciluta",2010,10,16,21,20,27,328,219
"DC 11 images","O "," Ocyropsis maciluta",2010,10,16,21,21,19,531,102
"DC 11 images","O "," Ocyropsis maciluta",2010,10,16,21,21,36,906,103
"DC 11 images","T "," Thalassocalycidae inconstans",2010,10,16,21,17,51,15,107
"DC 11 images","T "," Thalassocalycidae inconstans",2010,10,16,21,18,8,406,201
"DC 11 images","U "," Unknown",2010,10,16,21,17,16,312,234
"DC 11 images","U "," Unknown",2010,10,16,21,20,27,328,190
"DC 11 images","U "," Unknown",2010,10,16,21,20,44,750,18
"DC 11 images","V "," Velamen",2010,10,16,21,15,31,937,181
"DC 11 images","V "," Velamen",2010,10,16,21,15,49,343,105
"DC 11 images","V "," Velamen",2010,10,16,21,15,49,343,190
"DC 11 images","V "," Velamen",2010,10,16,21,15,49,343,240
"DC 11 images","V "," Velamen",2010,10,16,21,16,24,265,181
"DC 11 images","V "," Velamen",2010,10,16,21,16,24,265,230
"DC 11 images","V "," Velamen",2010,10,16,21,17,33,656,222
"DC 12 images","B "," Beroida",2010,10,16,21,33,46,375,69
"DC 12 images","B "," Beroida",2010,10,16,21,33,46,375,284
"DC 12 images","B "," Beroida",2010,10,16,21,34,21,296,227
"DC 12 images","B "," Beroida",2010,10,16,21,34,55,906,78
"DC 12 images","B "," Beroida",2010,10,16,21,35,13,375,208
"DC 12 images","B "," Beroida",2010,10,16,21,36,5,484,82
"DC 12 images","B "," Beroida",2010,10,16,21,36,22,828,81
"DC 12 images","B "," Beroida",2010,10,16,21,36,57,515,109
"DC 12 images","B "," Beroida",2010,10,16,21,36,57,515,239
"DC 12 images","C "," Hormiphora californiensis",2010,10,16,21,31,27,406,237
"DC 12 images","C "," Hormiphora californiensis",2010,10,16,21,32,2,156,22
"DC 12 images","C "," Hormiphora californiensis",2010,10,16,21,32,36,890,215
"DC 12 images","C "," Hormiphora californiensis",2010,10,16,21,36,57,515,83
"DC 12 images","H "," Haeckelia beehlri",2010,10,16,21,34,21,296,122
"DC 12 images","LL "," Larval Lobata",2010,10,16,21,33,11,640,134
"DC 12 images","LL "," Larval Lobata",2010,10,16,21,33,11,640,157
"DC 12 images","LL "," Larval Lobata",2010,10,16,21,33,29,15,212
"DC 12 images","LL "," Larval Lobata",2010,10,16,21,34,3,765,271
"DC 12 images","M "," Mertensid",2010,10,16,21,36,5,484,182
"DC 12 images","M "," Mertensid",2010,10,16,21,36,40,281,88
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,33,11,640,189
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,33,29,15,152
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,33,29,15,161
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,33,29,15,226
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,33,29,15,257
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,33,46,375,183
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,33,46,375,284
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,34,3,765,6
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,34,3,765,109
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,34,3,765,217
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,34,3,765,249
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,34,21,296,122
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,34,21,296,141
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,34,21,296,143
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,34,21,296,251.5
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,34,21,296,281
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,34,38,546,162
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,34,55,906,65
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,36,5,484,223
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,36,5,484,227.5
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,36,22,828,211
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,36,40,281,54
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,36,40,281,106
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,36,57,515,60
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,36,57,515,280
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,37,14,953,23
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,37,14,953,91
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,37,14,953,223
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,37,32,375,95
"DC 12 images","O "," Ocyropsis maciluta",2010,10,16,21,37,32,375,119
"DC 12 images","T "," Thalassocalycidae inconstans",2010,10,16,21,35,30,640,159
"DC 12 images","T "," Thalassocalycidae inconstans",2010,10,16,21,37,14,953,23
"DC 12 images","V "," Velamen",2010,10,16,21,31,10,250,235
"DC 12 images","V "," Velamen",2010,10,16,21,32,54,265,130
"DC 13 images","B "," Beroida",2010,10,16,21,47,57,609,177
"DC 13 images","B "," Beroida",2010,10,16,21,48,14,984,220
"DC 13 images","B "," Beroida",2010,10,16,21,48,32,359,125
"DC 13 images","B "," Beroida",2010,10,16,21,48,32,359,275
"DC 13 images","B "," Beroida",2010,10,16,21,49,24,531,274
"DC 13 images","B "," Beroida",2010,10,16,21,49,42,31,26
"DC 13 images","B "," Beroida",2010,10,16,21,49,59,375,81
"DC 13 images","B "," Beroida",2010,10,16,21,49,59,375,182
"DC 13 images","B "," Beroida",2010,10,16,21,49,59,375,189
"DC 13 images","B "," Beroida",2010,10,16,21,49,59,375,226
"DC 13 images","B "," Beroida",2010,10,16,21,50,16,812,51
"DC 13 images","B "," Beroida",2010,10,16,21,50,51,328,54
"DC 13 images","B "," Beroida",2010,10,16,21,51,26,78,109
"DC 13 images","B "," Beroida",2010,10,16,21,52,35,625,18
"DC 13 images","B "," Beroida",2010,10,16,21,52,53,78,114
"DC 13 images","B "," Beroida",2010,10,16,21,53,27,828,151
"DC 13 images","B "," Beroida",2010,10,16,21,53,27,828,172
"DC 13 images","B "," Beroida",2010,10,16,21,54,2,468,161
"DC 13 images","B "," Beroida",2010,10,16,21,54,19,921,274
"DC 13 images","BO "," Bolinopsis",2010,10,16,21,50,51,328,89
"DC 13 images","C "," Hormiphora californiensis",2010,10,16,21,47,40,250,150
"DC 13 images","C "," Hormiphora californiensis",2010,10,16,21,47,40,250,226
"DC 13 images","C "," Hormiphora californiensis",2010,10,16,21,47,57,609,25
"DC 13 images","C "," Hormiphora californiensis",2010,10,16,21,48,14,984,65
"DC 13 images","C "," Hormiphora californiensis",2010,10,16,21,48,14,984,165
"DC 13 images","C "," Hormiphora californiensis",2010,10,16,21,48,49,875,119
"DC 13 images","C "," Hormiphora californiensis",2010,10,16,21,48,49,875,238
"DC 13 images","C "," Hormiphora californiensis",2010,10,16,21,49,24,531,168
"DC 13 images","CH "," Charistephane",2010,10,16,21,50,33,968,211
"DC 13 images","U ","Unknown",2010,10,16,21,49,24,531,249
"DC 13 images","U ","Unknown",2010,10,16,21,49,7,156,133
"DC 13 images","U ","Unknown",2010,10,16,21,49,24,531,116
"DC 13 images","U ","Unknown",2010,10,16,21,50,16,812,70
"DC 13 images","U ","Unknown",2010,10,16,21,50,16,812,194
"DC 13 images","U ","Unknown",2010,10,16,21,50,16,812,254
"DC 13 images","U ","Unknown",2010,10,16,21,51,8,703,118
"DC 13 images","JL "," Juvenile Lobata",2010,10,16,21,50,33,968,137
"DC 13 images","LL "," Larval Lobata",2010,10,16,21,49,24,531,290
"DC 13 images","LL "," Larval Lobata",2010,10,16,21,50,51,328,178
"DC 13 images","LL "," Larval Lobata",2010,10,16,21,49,59,375,11
"DC 13 images","LL "," Larval Lobata",2010,10,16,21,50,33,968,132
"DC 13 images","LL "," Larval Lobata",2010,10,16,21,51,26,78,232
"DC 13 images","M "," Mertensid",2010,10,16,21,47,57,609,264
"DC 13 images","O "," Ocyropsis maciluta",2010,10,16,21,49,59,375,71
"DC 13 images","O "," Ocyropsis maciluta",2010,10,16,21,50,16,812,140
"DC 13 images","O "," Ocyropsis maciluta",2010,10,16,21,50,16,812,297
"DC 13 images","O "," Ocyropsis maciluta",2010,10,16,21,50,33,968,5
"DC 13 images","O "," Ocyropsis maciluta",2010,10,16,21,50,33,968,105
"DC 13 images","O "," Ocyropsis maciluta",2010,10,16,21,50,33,968,155
"DC 13 images","O "," Ocyropsis maciluta",2010,10,16,21,50,33,968,217
"DC 13 images","O "," Ocyropsis maciluta",2010,10,16,21,50,33,968,239
"DC 13 images","O "," Ocyropsis maciluta",2010,10,16,21,50,33,968,242
"DC 13 images","O "," Ocyropsis maciluta",2010,10,16,21,50,51,328,235
"DC 13 images","O "," Ocyropsis maciluta",2010,10,16,21,51,8,703,193
"DC 13 images","O "," Ocyropsis maciluta",2010,10,16,21,51,26,78,242
"DC 13 images","O "," Ocyropsis maciluta",2010,10,16,21,51,43,578,16
"DC 13 images","O "," Ocyropsis maciluta",2010,10,16,21,52,0,859,275
"DC 13 images","O "," Ocyropsis maciluta",2010,10,16,21,52,35,625,27
"DC 13 images","O "," Ocyropsis maciluta",2010,10,16,21,52,35,625,262
"DC 13 images","O "," Ocyropsis maciluta",2010,10,16,21,52,53,78,154.5
"DC 13 images","O "," Ocyropsis maciluta",2010,10,16,21,53,10,453,7
"DC 13 images","O "," Ocyropsis maciluta",2010,10,16,21,53,10,453,200
"DC 13 images","O "," Ocyropsis maciluta",2010,10,16,21,53,10,453,220
"DC 13 images","O "," Ocyropsis maciluta",2010,10,16,21,53,10,453,222
"DC 13 images","O "," Ocyropsis maciluta",2010,10,16,21,53,27,828,282
"DC 13 images","O "," Ocyropsis maciluta",2010,10,16,21,53,45,203,54
"DC 13 images","O "," Ocyropsis maciluta",2010,10,16,21,54,37,234,203
"DC 13 images","T "," Thalassocalycidae inconstans",2010,10,16,21,48,32,359,237
